sensor values: 1.278293079749E9:0.05358213, 0.6883982, 0.75366974



------------


20, 1, 5.0
sensor values: 1.27829307975E9:0.72755396, 0.0868597, 0.23422742
sensor values: 1.278293079751E9:0.7408451, 0.13184237, 0.6554193
sensor values: 1.2782930797519999E9:0.76026154, 0.09227538, 0.54662
sensor values: 1.2782930797529998E9:0.955814, 0.5997393, 0.78125864
sensor values: 1.2782930797539997E9:0.25182366, 0.28900248, 0.38079435
sensor values: 1.2782930797549996E9:0.9483125, 0.5415618, 0.38142598
sensor values: 1.2782930797559996E9:0.68312216, 0.0630365, 0.1762994
sensor values: 1.2782930797569995E9:0.22312361, 0.8439088, 0.33409542
sensor values: 1.2782930797579994E9:0.08836347, 0.24152786, 0.08013457
sensor values: 1.2782930797589993E9:0.5530727, 0.19327563, 0.33280605



------------


20, 10, 0.3
sensor values: 1.2782930797599993E9:0.3606174, 0.6402224, 0.7274634
sensor values: 1.2782930797609992E9:0.5466931, 0.29510486, 0.589168
sensor values: 1.2782930797619991E9:0.989432, 0.5588703, 0.964237
sensor values: 1.278293079762999E9:0.5655844, 0.969194, 0.6008678
sensor values: 1.278293079763999E9:0.1762923, 0.14970344, 0.32547528
sensor values: 1.278293079764999E9:0.2756198, 0.26543522, 0.1875878
sensor values: 1.2782930797659988E9:0.930884, 0.8322222, 0.7309528
sensor values: 1.2782930797669988E9:0.26061338, 0.6239201, 0.5617946
sensor values: 1.2782930797679987E9:0.8250954, 0.24122488, 0.45860755
sensor values: 1.2782930797689986E9:0.20392108, 0.5241194, 0.88612443
sensor values: 1.2782930797699986E9:0.15597236, 0.70685464, 0.13660651
sensor values: 1.2782930797709985E9:0.5516032, 0.36801022, 0.5920507
sensor values: 1.2782930797719984E9:0.4168644, 0.29132724, 0.9487625
sensor values: 1.2782930797729983E9:0.15281862, 0.33906943, 0.2217704
sensor values: 1.2782930797739983E9:0.5763364, 0.026728451, 0.3578204
sensor values: 1.2782930797749982E9:0.78750104, 0.6249938, 0.4712981
sensor values: 1.278293079775998E9:0.8190425, 0.616149, 0.19172984
sensor values: 1.278293079776998E9:0.23246187, 0.3059919, 0.9752113
sensor values: 1.278293079777998E9:0.1341449, 0.9060309, 0.80083245
sensor values: 1.278293079778998E9:0.3996203, 0.076072454, 0.4751103
sensor values: 1.2782930797799978E9:0.13339984, 0.08555257, 0.7376812
sensor values: 1.2782930797809978E9:0.47313166, 0.87396973, 0.8932753
sensor values: 1.2782930797819977E9:0.0040723085, 0.32534415, 0.53285795
sensor values: 1.2782930797829976E9:0.78651094, 0.6703049, 0.6044425
sensor values: 1.2782930797839975E9:0.16138971, 0.7900758, 0.30400825
sensor values: 1.2782930797849975E9:0.58228433, 0.5391875, 0.86927146
sensor values: 1.2782930797859974E9:0.6150904, 0.8437781, 0.49297464
sensor values: 1.2782930797869973E9:0.8371447, 0.78448194, 0.26604354
sensor values: 1.2782930797879972E9:0.2614357, 0.55839694, 0.5024239
sensor values: 1.2782930797889972E9:0.16152763, 0.5164937, 0.4361338
sensor values: 1.278293079789997E9:0.82672524, 0.28418064, 0.8191694
sensor values: 1.278293079790997E9:0.8001574, 0.1709848, 0.039986014
sensor values: 1.278293079791997E9:0.15161061, 0.23909062, 0.7534549
sensor values: 1.278293079792997E9:0.10461801, 0.27767557, 0.7748902
sensor values: 1.2782930797939968E9:0.113579094, 0.5999537, 0.17251343
sensor values: 1.2782930797949967E9:0.72447455, 0.97296226, 0.52636117
sensor values: 1.2782930797959967E9:0.5849052, 0.05212152, 0.87145275
sensor values: 1.2782930797969966E9:0.68855745, 0.9908498, 0.42644852
sensor values: 1.2782930797979965E9:0.94107133, 0.42939854, 0.12725854
sensor values: 1.2782930797989964E9:0.2612847, 0.63778514, 0.028907835
sensor values: 1.2782930797999964E9:0.903039, 0.96029913, 0.6837937
sensor values: 1.2782930798009963E9:0.20644909, 0.5418131, 0.8862171
