20, 1, 13.0
sensor values: 1.278293314417E9:0.6331669, 0.6814757, 0.55900353
 


_________________


20, 11, 1.4545454545454546
sensor values: 1.278293314418E9:0.7021034, 0.5757222, 0.8018467
sensor values: 1.278293314419E9:0.8102154, 0.41090566, 0.615815
sensor values: 1.27829331442E9:0.8757974, 0.08894515, 0.54036987
sensor values: 1.278293314421E9:0.6993489, 0.7970793, 0.43054605
sensor values: 1.278293314422E9:0.41862983, 0.3653605, 0.121991515
sensor values: 1.278293314423E9:0.24164987, 0.50661874, 0.7354454
sensor values: 1.278293314424E9:0.54438, 0.55072045, 0.89440495
sensor values: 1.278293314424999E9:0.15127546, 0.050471306, 0.7616248
sensor values: 1.278293314425999E9:0.0237903, 0.44734436, 0.2827193
sensor values: 1.278293314426999E9:0.13562095, 0.40136933, 0.047958076
sensor values: 1.278293314427999E9:0.19923812, 0.23094952, 0.51624674
 


_________________


20, 99, 0.16161616161616163
sensor values: 1.278293314428999E9:0.1724931, 0.36742592, 0.71763605
sensor values: 1.278293314429999E9:0.84517986, 0.57048905, 0.9631915
sensor values: 1.278293314430999E9:0.54663754, 0.7589913, 0.678272
sensor values: 1.278293314431999E9:0.875036, 0.34120423, 0.8347609
sensor values: 1.278293314432999E9:0.5721756, 0.9274928, 0.063999176
sensor values: 1.278293314433999E9:0.72874486, 0.9113309, 0.66160786
sensor values: 1.278293314434999E9:0.7314804, 0.5285088, 0.42735273
sensor values: 1.278293314435999E9:0.93987054, 0.9482726, 0.7358437
sensor values: 1.278293314436999E9:0.7815864, 0.8060511, 0.83534783
sensor values: 1.278293314437999E9:0.54422927, 0.51607215, 0.031639993
sensor values: 1.278293314438998E9:0.05901599, 0.37861246, 0.7558141
sensor values: 1.278293314439998E9:0.9530273, 0.9308516, 0.22690594
sensor values: 1.278293314440998E9:0.55172634, 0.9583412, 0.2552321
sensor values: 1.278293314441998E9:0.78081614, 0.70080584, 0.059237003
sensor values: 1.278293314442998E9:0.83023024, 0.9404683, 0.3483171
sensor values: 1.278293314443998E9:0.6982823, 0.3539201, 0.64798707
sensor values: 1.278293314444998E9:0.112354994, 0.44241482, 0.31207496
sensor values: 1.278293314445998E9:0.07804704, 0.21099341, 0.7209094
